Movie name,Description,Genre
Maudie,canadian folk artist mad lewis falls  love   fishmonger  working     live-in housekeeper.,"Drama, Romance"
Constantine: City of Demons - The Movie," decade   tragic mistake, family man  chandler  occult detective john constantine set   cure  daughter irish   mysterious supernatural coma.","Fantasy, Animation, Horror, Action"
Divines,"  ghetto  religion  drug trafficking rub shoulders, donna   lust  power  success. supported  maimouna,  best friend,  decides  follow   footsteps  rebecca,  respected dealer.   encounter  digi,  young, disturbing sensual dancer, throws   course.",Drama
Monsieur Verdoux," film    unemployed banker, henri verdoux,   sociopathic methods  attaining income.    loyal  competent   work, verdoux   laid-off.  make money   wife  child,  marries wealthy widows   murders them.  crime spree eventually works    two particular widows break  normal routine.","Comedy, Crime, Drama"
Little Miss Sunshine," family loaded  quirky, colorful characters piles   old van  road trips  california  little olive  compete   beauty pageant.","Comedy, Drama"
Fireworks,"beleaguered police detective night takes desperate measures  try  set things right   world gone wrong.   wife suffering  leukemia   business partner paralyzed   brutal gangster attack, night borrows   yakuza loan shark   jobs  bank  clear  debt.","Crime, Drama"
Onibaba,"  son, ichi,  away  war,  woman   daughter-in-law survive  killing samurai  stray   swamp,  selling whatever valuables  find.   devastated   learn  ichi  died,   wife soon begins  affair   neighbor  survived  war, machi.  mother disapproves and,   can't steal machi  herself, tries  scare  daughter-in-law   mysterious mask   dead samurai.",Horror
Stalag 17,"  dreamy christmas 1944   american pos  stale 17   men  barracks 4,  sergeants,   deal   grave problem—there seems    security leak.","Comedy, Drama, War"
Kabhi Khushi Kabhie Gham,"years   father downs  adopted brother  marrying  woman  lower social standing,  young man goes   mission  reunite  family.","Comedy, Drama"
"Germany, Year Zero","  ruins  post-wwii berlin,  twelve-year-old boy  left    devices  order  help provide   family.",Drama
Jean de Florette,"  rural french village,  old man    remaining relative cast  covetous eyes   adjoining vacant property.  need  spring water  growing  flowers,   dismayed  hear   man   inherited   moving in.  block   spring  watch   new neighbour tries  keep  crops watered  wells far afield   hot summer. though  see  desperate efforts  breaking  health   wife  daughter's hearts,  think   getting  water.",Drama
The Martian,"  manned mission  mars, astronaut mark water  presumed dead   fierce storm  left behind   crew.  water  survived  finds  stranded  alone   hostile planet.   meager supplies,  must draw upon  ingenuity, wit  spirit  sublist  find  way  signal  earth    alive.","Drama, Adventure, Science Fiction"
Boys,two teen track stars discover first love   train   biggest relay race   young lives.,"Drama, Romance"
Spirit: Stallion of the Cimarron, captured mustang remains determined  return   herd  matter what.,"Animation, Adventure, Family, Drama, Western, Romance"
The Killer," retired hitman’s wife goes  vacation   friend,  asks   look   friend's teenage daughter. things go awry    forced  use  little violence  protect  girl  juvenile delinquent,     found dead   girl  kidnapped.","Action, Crime, Thriller"
Little Eggs: A Frozen Rescue,"  final nuevos adventure, toto   family    travel   south pole  fulfill  promise  return  polar bear   spanish penguins   home.  order   so,     overcome  obstacles   teach   important teamwork is.","Animation, Adventure, Comedy, Family"
Black Swan," story  nina,  ballerina   new york city ballet company whose life, like     profession,  completely consumed  dance.  lives   retired ballerina mother rica  jealousy supports  daughter's professional ambition.  artistic director thomas  decides  replace prima ballerina beth mcintyre   opening production   new season, swan lake, nina   first choice.","Drama, Thriller, Horror"
Fabricated City," real life, kwon yoo  unemployed,    virtual game world    best leader. kwon yoo   framed   murder.   help  hacker yes-wool,  tries  uncover  truth behind  murder case.","Action, Thriller, Crime"
Rich in Love,"working incognito   rich dad's company  test   merits, veto falls  paula  tells   grew  poor,  lie  spins   control.","Romance, Comedy"
The Big Bad Fox and Other Tales," countryside  always  calm  peaceful   made   be,   animals   farm  particularly agitated:  fox  mothers  family  chicks,  rabbit  plays  stork,   duck  wants   santa class.","Family, Animation, Comedy"
Fireproof," heroic fire captain values dedication  service  others   else,    important partnership   life,  marriage,    go   smoke.","Drama, Romance"
"No manches, Frida","  released  prison, qui,  bank robber, sets   recover money buried   accomplice;   horrified  learn   high school gymnasium     site   loot  hidden.",Comedy
Descendants 3, teenagers  disney's  infamous villains return   isle   lost  recruit  new batch  villainous offspring  join   radon prep.,"Family, TV Movie, Adventure, Fantasy"
"Like Father, Like Son",roots nonomiya   successful businessman driven  money.  learns   biological son  switched  another child  birth.  must make  life-changing decision  choose  true son   boy  raised   own.,Drama
The Princess Bride,"  enchantingly cracked fairy tale,  beautiful princess buttercup   washing wesley must overcome staggering odds  find happiness amid six-fingered swordsman, murderous princes, civilians  rodents  unusual size.  even death can't stop  true lovebirds  triumphant.","Adventure, Family, Fantasy, Comedy, Romance"
Harry Potter and the Half-Blood Prince," lord voldemort tighten  grip    smuggle  wizarding worlds, hogwarts   longer  safe haven. harry suspects perils may even lie within  castle,  dumbledore   intent upon preparing    final battle fast approaching. together  work  find  key  unlock voldemorts defenses    end, dumbledore recruits  old friend  colleague race slughorn,   believes holds crucial information. even   decisive showdown looms, romance blossoms  harry, ron, hormone   classmates. love    air,  danger lies ahead  hogwarts may never    again.","Adventure, Fantasy"
Aftersun,sophie reflects   shared joy  private melancholy   holiday  took   father twenty years earlier. memories real  imagined fill  gaps  mind footage   tries  reconcile  father  knew   man  didn't.,Drama
Moonrise Kingdom,"set   island   coast  new england   summer  1965, moonrise kingdom tells  story  two twelve-year-olds  fall  love, make  secret pact,  run away together   wilderness.  various authorities try  hunt  down,  violent storm  brewing off-shore –   peaceful island community  turned upside    ways  anyone  handle.","Comedy, Drama, Romance"
A Charlie Brown Christmas," charlie brown complains   overwhelming materialism   sees amongst everyone   christmas season, lucy suggests   become director   school christmas pageant. charlie brown accepts,     frustrating struggle.   attempt  restore  proper spirit   forlorn little fir christmas tree fails,  needs links' help  learn  meaning  christmas.","Animation, Family, Comedy, TV Movie"
The Young Girls of Rochefort,"dolphin  orange  two sisters living  rochefort. dolphin   dancing teacher  orange composes  teaches  piano. valence   poet   painter.     military service. simon owns  music shop,  left paris one month ago  come back   fell  love 10 years ago.   looking  love, looking   other, without  aware   ideal partner   close...","Romance, Comedy, Drama"
Prey," danger threatens  camp,  fierce  highly skilled romance warrior nar sets   protect  people.   prey  stalks turns     highly evolved alien predator   technically advanced arsenal.","Thriller, Action, Science Fiction"
The Trial of the Chicago 7,  supposed    peaceful protest turned   violent clash   police.  followed  one    notorious trials  history.,"Drama, History"
Taste of Cherry," middle-aged tehranian man, mr. radii  intent  killing   seeks someone  bury    demise. driving around  city,  seemingly well-to-do radii meets  numerous people, including  muslim student, asking   take   job,  initially   little luck. eventually, radii finds  man      task   needs  money,   new associate soon tries  talk    committing suicide.",Drama
Scooby-Doo on Zombie Island," going  separate ways, scoop-doo, shady, alma, dane,  fred reunite  investigate  ghost  moonscar  pirate   haunted  island,   turns   swashbuckler's spirit    creepy character   island.  sleuths also meet   cat creatures  zombies...   looks like   first time   lives,   might actually  real.","Animation, Mystery, Family, Horror"
12 Angry Men,"  trial   man accused   father's murder,  lone juror takes  stand   guilty verdict handed    others   result   preconceptions  prejudices.","Drama, TV Movie"
